Course,Cred_hours,Pre-req,Pred_1,Instructor_1,Pred_2,Instructor_2,Pred_3,Instructor_3,Pred_4,Instructor_4,Pred_5,Instructor_5,Pred_6,Instructor_6,Pred_7,Instructor_7,Pred_8,Instructor_8,Pred_9,Instructor_9,Pred_10,Instructor_10,Pred_11,Instructor_11,Pred_12,Instructor_12,Pred_13,Instructor_13,Pred_14,Instructor_14,Pred_15,Instructor_15,Pred_16,Instructor_16,Pred_17,Instructor_17,Pred_18,Instructor_18
CHEM 6502,3.0,,3.934767554848663,Unknown,3.7107357943225536,"Das, Aditi",3.657998095925485,"Agarwal, Vinayak",3.958595437,Unknown,3.890767547944823,"Das, Aditi",3.6443436642880975,"Agarwal, Vinayak",3.9492701246937183,Unknown,3.801346587087812,"Das, Aditi",3.6436386639009446,"Agarwal, Vinayak",3.943086589481419,Unknown,3.735844759985552,"Das, Aditi",3.646164947546748,"Agarwal, Vinayak",3.947326095438798,Unknown,3.8262412413732494,"Das, Aditi",3.6446123899251424,"Agarwal, Vinayak",3.94859409416744,Unknown,3.819613570972027,"Das, Aditi",3.645250261877791,"Agarwal, Vinayak"
CHEM 6571,3.0,,3.850144176,Unknown,3.912481219075261,"Agarwal, Vinayak",3.672248175261923,"Reddi, Amit",3.864141095100981,Unknown,3.827064627404592,"Agarwal, Vinayak",3.659162678276093,"Reddi, Amit",3.975926116141229,Unknown,3.762376362,"Agarwal, Vinayak",3.658487052905072,"Reddi, Amit",3.807612108692564,Unknown,3.78489656326168,"Agarwal, Vinayak",3.660908074732301,"Reddi, Amit",3.9330389954312137,Unknown,3.8280107644566623,"Agarwal, Vinayak",3.659420207011595,"Reddi, Amit",3.9145301722757297,Unknown,3.831569448417542,"Agarwal, Vinayak",3.660031500966217,"Reddi, Amit"
CHEM 6572,3.0,,3.7655207965642767,Unknown,3.8723523307271086,"Hud, Nicholas",3.686498254598361,Unknown,3.769686753129733,Unknown,3.7653660997619767,"Hud, Nicholas",3.6739816922640895,Unknown,4.0,Unknown,3.665248217099061,"Hud, Nicholas",3.6733354419091993,Unknown,3.672137627903709,Unknown,3.716420615459264,"Hud, Nicholas",3.675651201917853,Unknown,3.918751895423629,Unknown,3.7832748810076913,"Hud, Nicholas",3.674228024098048,Unknown,3.88046625038402,Unknown,3.7596130712387463,"Hud, Nicholas",3.6748127400546418,Unknown
CHEM 6573,3.0,,3.788265908654021,Unknown,3.832223442378956,"Oyelere, Adegboyega",3.7007483339347993,Unknown,3.7232884387571183,Unknown,3.7036675721193615,"Oyelere, Adegboyega",3.688800706252085,Unknown,3.6749502824528095,Unknown,3.5681200722548407,"Oyelere, Adegboyega",3.688183830913327,Unknown,3.7120973944200686,Unknown,3.6479446676568488,"Oyelere, Adegboyega",3.690394329103405,Unknown,3.746115725085764,Unknown,3.73853899755872,"Oyelere, Adegboyega",3.6890358411845,Unknown,3.7254364510816993,Unknown,3.6876566940599513,"Oyelere, Adegboyega",3.689593979143067,Unknown
CHEM 6582,3.0,,3.7206002528810886,Unknown,3.792094554030803,"Lieberman, Raquel",3.714998413271237,"Hud, Nicholas",3.58132327053378,Unknown,3.6419690444767463,"Lieberman, Raquel",3.703619720240081,"Hud, Nicholas",3.6060325052831903,Unknown,3.4709919274106213,"Lieberman, Raquel",3.703032219917454,"Hud, Nicholas",3.663620369239345,Unknown,3.579468719854433,"Lieberman, Raquel",3.705137456288957,"Hud, Nicholas",3.632939236227391,Unknown,3.6938031141097487,"Lieberman, Raquel",3.703843658270952,"Hud, Nicholas",3.626164513,Unknown,3.615700316881156,"Lieberman, Raquel",3.7043752182314926,"Hud, Nicholas"
CHEM 6750,3.0,,3.652934597108157,Unknown,3.862670879539813,"Gutekunst, Will",3.729248492607675,"Reynolds, John",3.4393581023104414,Unknown,3.859711587217012,"Gutekunst, Will",3.718438734228077,"Reynolds, John",3.5371147281135698,Unknown,3.861762719,"Gutekunst, Will",3.717880608921581,"Reynolds, John",3.6151433440586223,Unknown,3.861237057760736,"Gutekunst, Will",3.719880583474509,"Reynolds, John",3.5197627473690183,Unknown,3.86125160479888,"Gutekunst, Will",3.718651475357405,"Reynolds, John",3.5268925741607604,Unknown,3.8612947898431607,"Gutekunst, Will",3.719156457319918,"Reynolds, John"
CHEM 6751,3.0,,3.585268941335225,Unknown,3.9859345574172846,Unknown,3.7434985719441136,"Kumar, Satish",3.297392934087103,Unknown,3.975774091739226,Unknown,3.733257748216073,"Kumar, Satish",3.468196950943949,Unknown,3.9734642437973706,Unknown,3.732728997925709,"Kumar, Satish",3.566666318877899,Unknown,3.977961627385339,Unknown,3.734623710660061,"Kumar, Satish",3.4065862585106457,Unknown,3.975446514406652,Unknown,3.733459292443857,"Kumar, Satish",3.4276206357002907,Unknown,3.975947430759992,Unknown,3.733937696408343,"Kumar, Satish"
CHEM 6752,4.0,,3.5176032855622927,Unknown,3.988747645933828,"Tsukruk, Vladimir",3.757748651280552,Unknown,3.1554277658637644,Unknown,3.980619273391381,"Tsukruk, Vladimir",3.748076762204069,Unknown,3.399279173774329,Unknown,3.9787713950378967,"Tsukruk, Vladimir",3.747577386929836,Unknown,3.5181892936971755,Unknown,3.982369301908271,"Tsukruk, Vladimir",3.749366837845613,Unknown,3.293409769652273,Unknown,3.980357211525322,"Tsukruk, Vladimir",3.748267109530309,Unknown,3.328348697239821,Unknown,3.980757944607993,"Tsukruk, Vladimir",3.7487189354967687,Unknown
CHEM 6755,3.0,,3.5,Unknown,3.991560734450371,"Hernandez, Rigoberto",3.771998731,Unknown,3.5,Unknown,3.985464455043536,"Hernandez, Rigoberto",3.762895776192065,Unknown,3.5,Unknown,3.9840785462784223,"Hernandez, Rigoberto",3.762425775933963,Unknown,3.5,Unknown,3.9867769764312033,"Hernandez, Rigoberto",3.7641099650311656,Unknown,3.5,Unknown,3.985267908643992,"Hernandez, Rigoberto",3.7630749266167616,Unknown,3.5,Unknown,3.985568458455995,"Hernandez, Rigoberto",3.763500174585194,Unknown
CHEM 6756,3.0,,3.828104615705508,Unknown,3.9943738229669137,"Kubanek, Julia",3.786248809953428,Unknown,3.8288210918765726,Unknown,3.9903096366956894,"Kubanek, Julia",3.777714790180061,Unknown,3.8287296996219617,Unknown,3.989385697518948,"Kubanek, Julia",3.7772741649380905,Unknown,3.828478954164283,Unknown,3.991184650954136,"Kubanek, Julia",3.7788530922167176,Unknown,3.82852758004052,Unknown,3.9901786057626607,"Kubanek, Julia",3.777882743703214,Unknown,3.828614278160381,Unknown,3.9903789723039966,"Kubanek, Julia",3.77828141367362,Unknown
CHEM 6757,3.0,,4.0,Unknown,3.997186911483457,"Reynolds, John",3.800498889289866,Unknown,4.0,Unknown,3.995154818347845,"Reynolds, John",3.7925338041680567,Unknown,4.0,Unknown,3.994692848759474,"Reynolds, John",3.792122553942218,Unknown,4.0,Unknown,3.995592325477068,"Reynolds, John",3.7935962194022697,Unknown,4.0,Unknown,3.9950893028813295,"Reynolds, John",3.7926905607896666,Unknown,4.0,Unknown,3.995189486151999,"Reynolds, John",3.793062652762045,Unknown
CHEM 6760,3.0,,3.329999999998919,Unknown,4.0,"Chen, Rachel",3.814748968626304,"Chen, Rachel",3.329999999998919,Unknown,4.0,"Chen, Rachel",3.807352818156053,"Chen, Rachel",3.329999999998919,Unknown,4.0,"Chen, Rachel",3.806970942946345,"Chen, Rachel",3.329999999998919,Unknown,4.0,"Chen, Rachel",3.8083393465878217,"Chen, Rachel",3.329999999998919,Unknown,4.0,"Chen, Rachel",3.807498377876119,"Chen, Rachel",3.329999999998919,Unknown,4.0,"Chen, Rachel",3.807843892,"Chen, Rachel"
CHEM 6762,3.0,,3.593672881,Unknown,3.86,"Champion, Julie",3.8289990479627423,Unknown,3.5912280548232456,Unknown,3.86,"Champion, Julie",3.8221718321440488,Unknown,3.593056923751581,Unknown,3.86,"Champion, Julie",3.821819331950473,Unknown,3.593805185927854,Unknown,3.86,"Champion, Julie",3.823082473773374,Unknown,3.592541515201641,Unknown,3.86,"Champion, Julie",3.822306194962571,Unknown,3.5925466377777537,Unknown,3.86,"Champion, Julie",3.822625130938896,Unknown
CHEM 7001,3.0,,3.8573457614707807,Unknown,3.0,"Johnson, Kenyetta",3.8432491272991807,"Tyson, John",3.852456109647572,Unknown,3.0,"Johnson, Kenyetta",3.836990846132045,"Tyson, John",3.856113847504243,Unknown,3.0,"Johnson, Kenyetta",3.836667721,"Tyson, John",3.8576103718567887,Unknown,3.0,"Johnson, Kenyetta",3.837825600958926,"Tyson, John",3.855083030404363,Unknown,3.0,"Johnson, Kenyetta",3.837114012049024,"Tyson, John",3.855093275556588,Unknown,3.0,"Johnson, Kenyetta",3.837406370027321,"Tyson, John"
CHEM 8003,3.0,,3.739999999999973,Unknown,3.335,"Johnson, Kenyetta",3.857499206635618,Unknown,3.739999999999973,Unknown,3.335,"Johnson, Kenyetta",3.851809860120041,Unknown,3.739999999999973,Unknown,3.335,"Johnson, Kenyetta",3.851516109958727,Unknown,3.739999999999973,Unknown,3.335,"Johnson, Kenyetta",3.8525687281444783,Unknown,3.739999999999973,Unknown,3.335,"Johnson, Kenyetta",3.851921829135476,Unknown,3.739999999999973,Unknown,3.335,"Johnson, Kenyetta",3.852187609115746,Unknown
CHEM 8801,1.0,,3.826666666666649,Unknown,3.67,"Osterholm, Anna",3.8717492859720566,Unknown,3.826666666666649,Unknown,3.67,"Osterholm, Anna",3.866628874108037,Unknown,3.826666666666649,Unknown,3.67,"Osterholm, Anna",3.866364498962854,Unknown,3.826666666666649,Unknown,3.67,"Osterholm, Anna",3.867311855330031,Unknown,3.826666666666649,Unknown,3.67,"Osterholm, Anna",3.866729646221928,Unknown,3.826666666666649,Unknown,3.67,"Osterholm, Anna",3.866968848204172,Unknown
CHEM 8803,3.0,,3.913333333333324,Unknown,3.471073342230368,Unknown,3.885999365308495,"Sievers, Carsten",3.913333333333324,Unknown,3.472441899060525,Unknown,3.881447888096032,"Sievers, Carsten",3.913333333333324,Unknown,3.472542452473643,Unknown,3.881212887966981,"Sievers, Carsten",3.913333333333324,Unknown,3.472477203813086,Unknown,3.882054982515583,"Sievers, Carsten",3.913333333333324,Unknown,3.472469777,Unknown,3.881537463308381,"Sievers, Carsten",3.913333333333324,Unknown,3.472472792,Unknown,3.881750087292597,"Sievers, Carsten"
CHEM 8813,3.0,,4.0,Unknown,3.6379202746930135,"Kwong, Gabriel",3.900249444644933,Unknown,4.0,Unknown,3.668480723748238,"Kwong, Gabriel",3.8962669020840286,Unknown,4.0,Unknown,3.739530844938818,"Kwong, Gabriel",3.8960612769711087,Unknown,4.0,Unknown,3.692753850567754,"Kwong, Gabriel",3.896798109701135,Unknown,4.0,Unknown,3.6510919937469097,"Kwong, Gabriel",3.896345280394833,Unknown,4.0,Unknown,3.701859113545723,"Kwong, Gabriel",3.896531326381022,Unknown
CHEM 8823,3.0,,3.7424618981911553,Unknown,3.804767207155659,"Fernandez, Facundo",3.9144995239813714,"La Pierre, Henry",3.759107332995927,Unknown,3.864519548435951,"Fernandez, Facundo",3.911085916072024,"La Pierre, Henry",3.711067066990852,Unknown,4.0,"Fernandez, Facundo",3.910909665975236,"La Pierre, Henry",3.676451855169751,Unknown,3.9130304973224224,"Fernandez, Facundo",3.911541236886687,"La Pierre, Henry",3.688163837008644,Unknown,3.829714210930449,"Fernandez, Facundo",3.911153097481286,"La Pierre, Henry",3.715259530827036,Unknown,3.931245435124166,"Fernandez, Facundo",3.911312565469448,"La Pierre, Henry"
CHEM 8833,3.0,,3.898853439223968,Unknown,3.978945336754399,"Fahrni, Christoph",3.928749603317809,"Reichmanis, Elsa",3.899099994,Unknown,3.989001462307806,"Fahrni, Christoph",3.92590493,"Reichmanis, Elsa",3.8990374339287386,Unknown,3.9939114071394446,"Fahrni, Christoph",3.9257580549793634,"Reichmanis, Elsa",3.898994848913624,Unknown,3.98858581034242,"Fahrni, Christoph",3.92628436407224,"Reichmanis, Elsa",3.899012789487341,Unknown,3.9841834825560696,"Fahrni, Christoph",3.925960914567738,"Reichmanis, Elsa",3.899019273904196,Unknown,3.986583347936484,"Fahrni, Christoph",3.926093804557873,"Reichmanis, Elsa"
CHEM 8843,3.0,,3.6912199714789145,Unknown,3.994873213507336,"Xia, Younan",3.9429996826542473,"Hooshmand, Nasrin",3.647304311767861,Unknown,3.993251164,"Xia, Younan",3.940723944048016,"Hooshmand, Nasrin",3.616735135863256,Unknown,3.992335203827051,"Xia, Younan",3.9406064439834902,"Hooshmand, Nasrin",3.596146741153285,Unknown,3.9915298506269137,"Xia, Younan",3.941027491257792,"Hooshmand, Nasrin",3.582013140730577,Unknown,3.990982186816541,"Xia, Younan",3.9407687316541904,"Hooshmand, Nasrin",3.572417588631686,Unknown,3.990552380419332,"Xia, Younan",3.9408750436462983,"Hooshmand, Nasrin"
CHEM 8853,3.0,,3.865775347923597,Unknown,2.985909502946417,"Peralta-Yahya, Pamela",3.9572497619906857,"Peralta-Yahya, Pamela",3.842615091078329,Unknown,3.0785154692046737,"Peralta-Yahya, Pamela",3.955542958036012,"Peralta-Yahya, Pamela",3.827210344933611,Unknown,3.109895990595602,"Peralta-Yahya, Pamela",3.955454832987618,"Peralta-Yahya, Pamela",3.8169883604162234,Unknown,3.084821932827369,"Peralta-Yahya, Pamela",3.955770618443344,"Peralta-Yahya, Pamela",3.8099329051503714,Unknown,3.050522599732233,"Peralta-Yahya, Pamela",3.955576548740643,"Peralta-Yahya, Pamela",3.805130994697348,Unknown,3.038666371424269,"Peralta-Yahya, Pamela",3.955656282734724,"Peralta-Yahya, Pamela"
CHEM 8873,3.0,,4.0,Unknown,3.3239396686309446,"Reynolds, John",3.971499841327124,Unknown,4.0,Unknown,3.3856769794697823,"Reynolds, John",3.970361972024008,Unknown,4.0,Unknown,3.4065973270637344,"Reynolds, John",3.970303221991745,Unknown,4.0,Unknown,3.3898812885515794,"Reynolds, John",3.970513745628896,Unknown,4.0,Unknown,3.3670150664881557,"Reynolds, John",3.970384365827096,Unknown,4.0,Unknown,3.359110914282846,"Reynolds, John",3.970437521823149,Unknown
CHEM 8902,3.0,,4.0,Unknown,3.661969834315472,"Barry, Bridgette",3.985749920663562,Unknown,4.0,Unknown,3.6928384897348914,"Barry, Bridgette",3.985180986012004,Unknown,4.0,Unknown,3.703298663531867,"Barry, Bridgette",3.9851516109958727,Unknown,4.0,Unknown,3.6949406442757895,"Barry, Bridgette",3.985256872814448,Unknown,4.0,Unknown,3.683507533244078,"Barry, Bridgette",3.985192182913548,Unknown,4.0,Unknown,3.679555457141423,"Barry, Bridgette",3.985218760911575,Unknown
CHEM 8903,3.0,,3.5820724080209194,"Azoulay, Jason",4.0,"Peralta-Yahya, Pamela",4.0,"Garg, Neha",3.757444471204975,"Azoulay, Jason",4.0,"Peralta-Yahya, Pamela",4.0,"Garg, Neha",3.626046225818686,"Azoulay, Jason",4.0,"Peralta-Yahya, Pamela",4.0,"Garg, Neha",3.716866762009604,"Azoulay, Jason",4.0,"Peralta-Yahya, Pamela",4.0,"Garg, Neha",3.649400583263466,"Azoulay, Jason",4.0,"Peralta-Yahya, Pamela",4.0,"Garg, Neha",3.696389813816301,"Azoulay, Jason",4.0,"Peralta-Yahya, Pamela",4.0,"Garg, Neha"
CHIN 1001,4.0,,3.878272177966665,"Liu, Jin",3.851243974355647,"Li, Chao",3.995702817783674,"Li, Chao",3.8786271812944815,"Liu, Jin",3.8305155489233496,"Li, Chao",3.995936531883293,"Li, Chao",3.887969612294813,"Liu, Jin",3.834717405289317,"Li, Chao",3.995915821477525,"Li, Chao",3.881544775458886,"Liu, Jin",3.842988638781491,"Li, Chao",3.995904122084104,"Li, Chao",3.8828502283116775,"Liu, Jin",3.835602037779241,"Li, Chao",3.995905747779034,"Li, Chao",3.8840548356038256,"Liu, Jin",3.835875344,"Li, Chao",3.995906307805168,"Li, Chao"
CHIN 1002,4.0,,3.728744855965608,"Ho, Yi-Hsien",3.915814989086005,"Wu, Hongchen",3.75,"Wu, Hongchen",3.633976772465119,"Ho, Yi-Hsien",3.914255183,"Wu, Hongchen",3.75,"Wu, Hongchen",3.696229945,"Ho, Yi-Hsien",3.914625251584516,"Wu, Hongchen",3.75,"Wu, Hongchen",3.627407482598413,"Ho, Yi-Hsien",3.9147874903328006,"Wu, Hongchen",3.75,"Wu, Hongchen",3.676831724087762,"Ho, Yi-Hsien",3.9146821520435457,"Wu, Hongchen",3.75,"Wu, Hongchen",3.626215425384677,"Ho, Yi-Hsien",3.914683148381588,"Wu, Hongchen",3.75,"Wu, Hongchen"
CHIN 1011,4.0,,3.631241485240937,Unknown,3.85,"Ho, Yi-Hsien",3.8,"Li, Xiaoliang",3.631681996839729,Unknown,3.85,"Ho, Yi-Hsien",3.8,"Li, Xiaoliang",3.63170779439486,Unknown,3.85,"Ho, Yi-Hsien",3.8,"Li, Xiaoliang",3.6316186348604313,Unknown,3.85,"Ho, Yi-Hsien",3.8,"Li, Xiaoliang",3.631664902309269,Unknown,3.85,"Ho, Yi-Hsien",3.8,"Li, Xiaoliang",3.631653709252702,Unknown,3.85,"Ho, Yi-Hsien",3.8,"Li, Xiaoliang"
CHIN 1012,4.0,,3.33,Unknown,3.7,"Ho, Yi-Hsien",3.85,"Ho, Yi-Hsien",3.33,Unknown,3.7,"Ho, Yi-Hsien",3.85,"Ho, Yi-Hsien",3.33,Unknown,3.7,"Ho, Yi-Hsien",3.85,"Ho, Yi-Hsien",3.33,Unknown,3.7,"Ho, Yi-Hsien",3.85,"Ho, Yi-Hsien",3.33,Unknown,3.7,"Ho, Yi-Hsien",3.85,"Ho, Yi-Hsien",3.33,Unknown,3.7,"Ho, Yi-Hsien",3.85,"Ho, Yi-Hsien"
CHIN 1501,3.0,,3.2262571456479856,Unknown,3.779088675283489,"Ho, Yi-Hsien",3.9,"Ho, Yi-Hsien",3.2073798203634167,Unknown,3.778106496359004,"Ho, Yi-Hsien",3.9,"Ho, Yi-Hsien",3.206554599635121,Unknown,3.8099036925105194,"Ho, Yi-Hsien",3.9,"Ho, Yi-Hsien",3.2093029109103552,Unknown,3.812416016044765,"Ho, Yi-Hsien",3.9,"Ho, Yi-Hsien",3.211376291,Unknown,3.796884440457311,"Ho, Yi-Hsien",3.9,"Ho, Yi-Hsien",3.212346360126708,Unknown,3.794654212400736,"Ho, Yi-Hsien",3.9,"Ho, Yi-Hsien"
CHIN 1813,3.0,,3.4563003270415544,Unknown,3.750024620111249,Unknown,3.95,"Ho, Yi-Hsien",3.4912406163028487,Unknown,3.7500319695078734,Unknown,3.95,"Ho, Yi-Hsien",3.461126571929561,Unknown,3.750035873603853,Unknown,3.95,"Ho, Yi-Hsien",3.4827085860299887,Unknown,3.750039236413575,Unknown,3.95,"Ho, Yi-Hsien",3.4701462874696007,Unknown,3.7500414102026407,Unknown,3.95,"Ho, Yi-Hsien",3.4798497667838824,Unknown,3.750043065350348,Unknown,3.95,"Ho, Yi-Hsien"
CHIN 2001,3.0,,3.686343508435124,"Liu, Jin",4.0,"Ho, Yi-Hsien",4.0,"Ho, Yi-Hsien",3.775101412242281,"Liu, Jin",3.319514487605763,"Ho, Yi-Hsien",4.0,"Ho, Yi-Hsien",3.7156985442240016,"Liu, Jin",2.9388888938698616,"Ho, Yi-Hsien",4.0,"Ho, Yi-Hsien",3.756114261149622,"Liu, Jin",3.417331410453513,"Ho, Yi-Hsien",4.0,"Ho, Yi-Hsien",3.7289162839867815,"Liu, Jin",4.0,"Ho, Yi-Hsien",4.0,"Ho, Yi-Hsien",3.747353173441056,"Liu, Jin",3.9705921699855886,"Ho, Yi-Hsien",4.0,"Ho, Yi-Hsien"
CHIN 2002,3.0,,3.744917864115625,Unknown,3.538347469971982,"Ho, Yi-Hsien",3.96875,"Ho, Yi-Hsien",3.750037092139852,Unknown,3.631717995169408,"Ho, Yi-Hsien",3.96875,"Ho, Yi-Hsien",3.747978920339915,Unknown,3.671419545675526,"Ho, Yi-Hsien",3.96875,"Ho, Yi-Hsien",3.7475687042376022,Unknown,3.6422209051422274,"Ho, Yi-Hsien",3.96875,"Ho, Yi-Hsien",3.747953518701311,Unknown,3.593910807528136,"Ho, Yi-Hsien",3.96875,"Ho, Yi-Hsien",3.747947325209009,Unknown,3.5750809687997007,"Ho, Yi-Hsien",3.96875,"Ho, Yi-Hsien"
CHIN 2011,3.0,,3.798598252753158,Unknown,3.63,"Liu, Lu",3.9375,"Ho, Yi-Hsien",3.799325701575493,Unknown,3.63,"Liu, Lu",3.9375,"Ho, Yi-Hsien",3.7994118212472463,Unknown,3.63,"Liu, Lu",3.9375,"Ho, Yi-Hsien",3.799425937,Unknown,3.63,"Liu, Lu",3.9375,"Ho, Yi-Hsien",3.799427881947513,Unknown,3.63,"Liu, Lu",3.9375,"Ho, Yi-Hsien",3.799428174971845,Unknown,3.63,"Liu, Lu",3.9375,"Ho, Yi-Hsien"
CHIN 2012,3.0,,3.56,Unknown,3.677824081929892,"Ho, Yi-Hsien",3.90625,Unknown,3.56,Unknown,3.678691811126246,"Ho, Yi-Hsien",3.90625,Unknown,3.56,Unknown,3.674253031345806,"Ho, Yi-Hsien",3.90625,Unknown,3.56,Unknown,3.673751457326143,"Ho, Yi-Hsien",3.90625,Unknown,3.56,Unknown,3.674885941,"Ho, Yi-Hsien",3.90625,Unknown,3.56,Unknown,3.6750875973699375,"Ho, Yi-Hsien",3.90625,Unknown
CHIN 2501,3.0,,3.749199647114093,Unknown,3.725648163859783,"Ho, Yi-Hsien",3.875,"Ho, Yi-Hsien",3.7410532930972007,Unknown,3.727383622252492,"Ho, Yi-Hsien",3.875,"Ho, Yi-Hsien",3.740830009801177,Unknown,3.718506062691613,"Ho, Yi-Hsien",3.875,"Ho, Yi-Hsien",3.741738777296286,Unknown,3.717502914652286,"Ho, Yi-Hsien",3.875,"Ho, Yi-Hsien",3.7412924445301368,Unknown,3.71977188277852,"Ho, Yi-Hsien",3.875,"Ho, Yi-Hsien",3.741433794237889,Unknown,3.720175194739877,"Ho, Yi-Hsien",3.875,"Ho, Yi-Hsien"
CHIN 2813,3.0,,3.845462809549266,Unknown,3.25,Unknown,3.84375,"Ho, Yi-Hsien",3.841664408151577,Unknown,3.25,Unknown,3.84375,"Ho, Yi-Hsien",3.8407248931038,Unknown,3.25,Unknown,3.84375,"Ho, Yi-Hsien",3.841149135293584,Unknown,3.25,Unknown,3.84375,"Ho, Yi-Hsien",3.8412513295441086,Unknown,3.25,Unknown,3.84375,"Ho, Yi-Hsien",3.841303518978197,Unknown,3.25,Unknown,3.84375,"Ho, Yi-Hsien"
CHIN 3003,3.0,,3.941725971984439,Unknown,4.0,"Wu, Hongchen",3.8125,"Fan, Zhewei",3.942275523205953,Unknown,4.0,"Wu, Hongchen",3.8125,"Fan, Zhewei",3.940619776406422,Unknown,4.0,"Wu, Hongchen",3.8125,"Fan, Zhewei",3.9405594932908814,Unknown,4.0,"Wu, Hongchen",3.8125,"Fan, Zhewei",3.941210214558081,Unknown,4.0,"Wu, Hongchen",3.8125,"Fan, Zhewei",3.941173243718506,Unknown,4.0,"Wu, Hongchen",3.8125,"Fan, Zhewei"
CHIN 3004,3.0,,3.89,Unknown,3.7606060965271815,"Foster, Paul",3.78125,"Liu, Lu",3.89,Unknown,3.9902806333642182,"Foster, Paul",3.78125,"Liu, Lu",3.89,Unknown,3.777745283190812,"Foster, Paul",3.78125,"Liu, Lu",3.89,Unknown,3.8456839136751313,"Foster, Paul",3.78125,"Liu, Lu",3.89,Unknown,3.939359481337093,"Foster, Paul",3.78125,"Liu, Lu",3.89,Unknown,3.769097147184073,"Foster, Paul",3.78125,"Liu, Lu"
CHIN 3021,3.0,,4.0,"Gao, Yan",3.45,"Lin, Zihan",3.75,"Lin, Huan",3.9366760311043407,"Gao, Yan",3.45,"Lin, Zihan",3.75,"Lin, Huan",4.0,"Gao, Yan",3.45,"Lin, Zihan",3.75,"Lin, Huan",3.937183098352237,"Gao, Yan",3.45,"Lin, Zihan",3.75,"Lin, Huan",4.0,"Gao, Yan",3.45,"Lin, Zihan",3.75,"Lin, Huan",3.937256502819495,"Gao, Yan",3.45,"Lin, Zihan",3.75,"Lin, Huan"
CHIN 3022,3.0,,4.0,Unknown,3.753013382220359,"Lin, Zihan",3.875,"Chang, Wenbo",3.9683380155521695,Unknown,3.942557495524389,"Lin, Zihan",3.875,"Chang, Wenbo",4.0,Unknown,3.911533996178047,"Lin, Zihan",3.875,"Chang, Wenbo",3.968591549176119,Unknown,3.7890818759177662,"Lin, Zihan",3.875,"Chang, Wenbo",4.0,Unknown,3.906668616648874,"Lin, Zihan",3.875,"Chang, Wenbo",3.968628251409747,Unknown,3.911167582602215,"Lin, Zihan",3.875,"Chang, Wenbo"
CHIN 3400,3.0,,4.0,"Liu, Jin",3.77,"Chang, Wenbo",4.0,"Liu, Lu",4.0,"Liu, Jin",3.77,"Chang, Wenbo",4.0,"Liu, Lu",4.0,"Liu, Jin",3.77,"Chang, Wenbo",4.0,"Liu, Lu",4.0,"Liu, Jin",3.77,"Chang, Wenbo",4.0,"Liu, Lu",4.0,"Liu, Jin",3.77,"Chang, Wenbo",4.0,"Liu, Lu",4.0,"Liu, Jin",3.77,"Chang, Wenbo",4.0,"Liu, Lu"
CHIN 3401,3.0,,3.9066807704765463,Unknown,3.88,"Liu, Jin",3.849132834,"Liu, Jin",3.866636892020616,Unknown,3.88,"Liu, Jin",3.849076761288509,"Liu, Jin",3.88600258694538,Unknown,3.88,"Liu, Jin",3.8490766019744,"Liu, Jin",3.9136002774502,Unknown,3.88,"Liu, Jin",3.849081681350391,"Liu, Jin",3.901703734734405,Unknown,3.88,"Liu, Jin",3.849083876091449,"Liu, Jin",3.882740668993007,Unknown,3.88,"Liu, Jin",3.849084351785488,"Liu, Jin"
CHIN 3691,3.0,,3.8869328688462734,"Liu, Jin",3.907357969661157,Unknown,3.698265669,Unknown,3.855039478464639,"Liu, Jin",3.908794757403309,Unknown,3.698153522577017,Unknown,3.870546176189912,"Liu, Jin",3.9101411934225303,Unknown,3.698153203948799,Unknown,3.8926159468078567,"Liu, Jin",3.9114162536141177,Unknown,3.698163362700782,Unknown,3.883097396880016,"Liu, Jin",3.912621255168063,Unknown,3.698167752182898,Unknown,3.867927416579666,"Liu, Jin",3.913760500329154,Unknown,3.698168703570977,Unknown
CHIN 3692,3.0,,3.867184967216,"Li, Chao",3.934715939322313,Unknown,3.79296620035032,Unknown,3.8434420649086616,"Li, Chao",3.937589514806617,Unknown,3.800202450800419,Unknown,3.855089765434443,"Li, Chao",3.940282386845061,Unknown,3.796755650863656,Unknown,3.8716316161655127,"Li, Chao",3.942832507228236,Unknown,3.791436614574736,Unknown,3.864491059025627,"Li, Chao",3.9452425103361257,Unknown,3.795574214301899,Unknown,3.8531141641663256,"Li, Chao",3.947521000658308,Unknown,3.799114374,Unknown
CHIN 3693,3.0,,3.8474370655857264,"Liu, Jin",3.962073909,Unknown,3.799998510222968,Unknown,3.831844651352685,"Liu, Jin",3.966384272209926,Unknown,3.799998345,Unknown,3.8396333546789743,"Liu, Jin",3.970423580267592,Unknown,3.799998392906826,Unknown,3.850647285523169,"Liu, Jin",3.974248760842354,Unknown,3.799998374493353,Unknown,3.845884721171239,"Liu, Jin",3.977863765504188,Unknown,3.799998380612379,Unknown,3.838300911752985,"Liu, Jin",3.981281500987462,Unknown,3.799998378417274,Unknown
